project,sha,category,reason,violation,reasons,discard,
jsunsoftware-http-request,979cbe8b2127495e5fd326ee05523924ac2f7ec6,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Iterator_RemoveOnce has been violated on line org.apache.http.message.AbstractHttpMessage.removeHeaders(AbstractHttpMessage.java:144),false positive - not new violation,TRUE,
jsunsoftware-http-request,979cbe8b2127495e5fd326ee05523924ac2f7ec6,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Socket_Timeout has been violated on line org.apache.http.impl.BHttpConnectionBase.setSocketTimeout(BHttpConnectionBase.java:276),false positive - not new violation,TRUE,
jsunsoftware-http-request,979cbe8b2127495e5fd326ee05523924ac2f7ec6,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.ResponseEntityProxy.streamClosed(ResponseEntityProxy.java:142),false positive - not new violation,TRUE,
jsunsoftware-http-request,979cbe8b2127495e5fd326ee05523924ac2f7ec6,category 1.1.1,found by mop and missed by ps3cl,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.http.impl.io.ChunkedInputStream.close(ChunkedInputStream.java:312),false positive - not new violation,TRUE,
jsunsoftware-http-request,0200591e68d89d1a1bcfe7f6f8145a43fb129542,category 2,found by ps1c,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:150),flaky - event mop cannot find,TRUE,
jsunsoftware-http-request,0200591e68d89d1a1bcfe7f6f8145a43fb129542,category 2,found by incrementalJar,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:177),flaky - event mop cannot find,TRUE,
jsunsoftware-http-request,0200591e68d89d1a1bcfe7f6f8145a43fb129542,category 2,found by ps1c,Specification Map_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:150),flaky - event mop cannot find,TRUE,
jsunsoftware-http-request,a4142b9d31841aea41cb8d3560f6b4ba8e9ce9dc,category 2,found by mopCacheShared,Specification Map_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:177),flaky - event mop cannot find,TRUE,
jsunsoftware-http-request,cb065e0459e8a2f96af5fc75d3a40e48cd4179fb,category 1.1.1,found by mop and missed by ps3cl,Specification Closeable_MultipleClose has been violated on line org.eclipse.jetty.servlets.gzip.DeflatedOutputStream.close(DeflatedOutputStream.java:96),flaky - event mop cannot find,TRUE,
jsunsoftware-http-request,48914cf0436b93951720ff350f22bff06a849089,category 2,found by online,Specification Collection_UnsafeIterator has been violated on line org.eclipse.jetty.util.thread.QueuedThreadPool.doStop(QueuedThreadPool.java:150),flaky - event mop cannot find,TRUE,
Mastercard-client-encryption-java,ce57f3d54e955e240e7cb7d09e77eafa1f3dda36,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MeaninglessClose has been violated on line com.fasterxml.jackson.core.json.WriterBasedJsonGenerator.close(WriterBasedJsonGenerator.java:997),false positive - not new violation,TRUE,
Mastercard-client-encryption-java,ce57f3d54e955e240e7cb7d09e77eafa1f3dda36,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line com.fasterxml.jackson.core.json.WriterBasedJsonGenerator.close(WriterBasedJsonGenerator.java:997),false positive - not new violation,TRUE,
Mastercard-client-encryption-java,ce57f3d54e955e240e7cb7d09e77eafa1f3dda36,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line com.google.gson.stream.JsonWriter.endArray(JsonWriter.java:298),false positive - not new violation,TRUE,
Mastercard-client-encryption-java,ce57f3d54e955e240e7cb7d09e77eafa1f3dda36,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line com.google.gson.stream.JsonWriter.endObject(JsonWriter.java:318),false positive - not new violation,TRUE,
Mastercard-client-encryption-java,ce57f3d54e955e240e7cb7d09e77eafa1f3dda36,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line kotlin.io.CloseableKt.closeFinally(Closeable.kt:53),unsafe - never see before,FALSE,same bug as below (base rv didn't run)
Mastercard-client-encryption-java,ce57f3d54e955e240e7cb7d09e77eafa1f3dda36,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Iterator_HasNext has been violated on line org.json.JSONObject.write(JSONObject.java:2504),false positive - not new violation,TRUE,
microfocus-idol-java-configuration-impl,866f72dc2e7bfc548134fa2be86a392825ba04f7,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line com.hp.autonomy.frontend.configuration.BaseConfigFileService.init(BaseConfigFileService.java:93),false positive - not new violation,TRUE,
microfocus-idol-java-configuration-impl,866f72dc2e7bfc548134fa2be86a392825ba04f7,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Closeable_MultipleClose has been violated on line com.hp.autonomy.frontend.configuration.BaseConfigFileService.writeOutConfigFile(BaseConfigFileService.java:251),false positive - not new violation,TRUE,
microfocus-idol-java-configuration-impl,ed86d03437b8e227810916507c7fdb96a7e6ec53,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification Iterator_HasNext has been violated on line com.fasterxml.jackson.databind.introspect.AnnotationCollector$NCollector.asAnnotations(AnnotationCollector.java:143),unsafe - never see before,FALSE,"base rv bug: CUT didn't change, lib changed, did not reinstrument, https://github.com/opentext-idol/java-configuration-impl/compare/7d7c4e5f5f90d53c971608a2ba6ac7e98e1cb8a7..ed86d03437b8e227810916507c7fdb96a7e6ec53"
mitre-HTTP-Proxy-Servlet,8a41cf6785d7efc11cf6014ae7b05970f2a94d20,category 3,not found,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.SocketHttpServerConnection.shutdown(SocketHttpServerConnection.java:237),flaky - even mop cannot find,TRUE,
mitre-HTTP-Proxy-Servlet,5500d92c24d1b5a034e469fbf71c58ed78dd3763,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.conn.HttpPoolEntry.close(HttpPoolEntry.java:92),false positive - not new violation,TRUE,
mitre-HTTP-Proxy-Servlet,5500d92c24d1b5a034e469fbf71c58ed78dd3763,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:116),false positive - not new violation,TRUE,
mitre-HTTP-Proxy-Servlet,5500d92c24d1b5a034e469fbf71c58ed78dd3763,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.conn.DefaultClientConnectionOperator.prepareSocket(DefaultClientConnectionOperator.java:236),false positive - not new violation,TRUE,
mitre-HTTP-Proxy-Servlet,5500d92c24d1b5a034e469fbf71c58ed78dd3763,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.BHttpConnectionBase.setSocketTimeout(BHttpConnectionBase.java:277),unsafe - static analysis,FALSE,
mitre-HTTP-Proxy-Servlet,5500d92c24d1b5a034e469fbf71c58ed78dd3763,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.SocketHttpClientConnection.setSocketTimeout(SocketHttpClientConnection.java:200),unsafe - static analysis,FALSE,
mitre-HTTP-Proxy-Servlet,5500d92c24d1b5a034e469fbf71c58ed78dd3763,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.io.SocketInputBuffer.isDataAvailable(SocketInputBuffer.java:98),unsafe - static analysis,FALSE,
mitre-HTTP-Proxy-Servlet,32401f6f1199ad7cea265b49ffa41687a0121540,category 1.1.3,found by mop and missed by ps1c ps3cl,Specification StringTokenizer_HasMoreElements has been violated on line com.meterware.servletunit.ServletUnitHttpRequest.setCookiesFromHeader(ServletUnitHttpRequest.java:836),unsafe - never see before,FALSE,"ps1c: due to lib not instr bug, event in library"
mitre-HTTP-Proxy-Servlet,c67d997531a66981a0cf89899a0f32b9995e8697,category 3,not found,Specification Collection_UnsafeIterator has been violated on line org.apache.http.localserver.LocalTestServer.stop(LocalTestServer.java:281),flaky - even mop cannot find,TRUE,
mitre-HTTP-Proxy-Servlet,2b2d958b427763ad690bb54b033c1b3af299e551,category 2,found by classCIAThreads,Specification Collection_UnsafeIterator has been violated on line org.apache.http.localserver.LocalTestServer.stop(LocalTestServer.java:281),flaky - even mop cannot find,TRUE,
mitre-HTTP-Proxy-Servlet,2b2d958b427763ad690bb54b033c1b3af299e551,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.conn.scheme.PlainSocketFactory.connectSocket(PlainSocketFactory.java:119),false positive - reused old bytecode so outdated line number,TRUE,
mitre-HTTP-Proxy-Servlet,2b2d958b427763ad690bb54b033c1b3af299e551,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.conn.DefaultClientConnectionOperator.prepareSocket(DefaultClientConnectionOperator.java:239),false positive - reused old bytecode so outdated line number,TRUE,
mitre-HTTP-Proxy-Servlet,2b2d958b427763ad690bb54b033c1b3af299e551,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.BHttpConnectionBase.setSocketTimeout(BHttpConnectionBase.java:279),unsafe - static analysis,FALSE,
mitre-HTTP-Proxy-Servlet,a58a7238bb77f7720c05617ae888b4aa420d1482,category 1.3.2.2,found by mop and missed by ps1c ps3cl methodCIA methodCIAThreads,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.http.entity.BasicHttpEntity.writeTo(BasicHttpEntity.java:118),unsafe - static analysis,FALSE,"ps1c: due to lib not instr bug, event in library"
mitre-HTTP-Proxy-Servlet,a58a7238bb77f7720c05617ae888b4aa420d1482,category 1.3.2.2,found by mop and missed by ps1c ps3cl methodCIA methodCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:119),unsafe - static analysis,FALSE,"ps1c: due to lib not instr bug, event in library"
mitre-HTTP-Proxy-Servlet,a58a7238bb77f7720c05617ae888b4aa420d1482,category 1.3.1.2,found by mop and missed by ps3cl methodCIA methodCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.entity.BasicHttpEntity.writeTo(BasicHttpEntity.java:122),unsafe - never see before,FALSE,event in library
mitre-HTTP-Proxy-Servlet,a58a7238bb77f7720c05617ae888b4aa420d1482,category 1.3.1.2,found by mop and missed by ps3cl methodCIA methodCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.conn.CPoolEntry.closeConnection(CPoolEntry.java:69),unsafe - never see before,FALSE,event in library
mitre-HTTP-Proxy-Servlet,a58a7238bb77f7720c05617ae888b4aa420d1482,category 1.3.1.2,found by mop and missed by ps3cl methodCIA methodCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.ResponseEntityProxy.cleanup(ResponseEntityProxy.java:66),unsafe - never see before,FALSE,event in library
mitre-HTTP-Proxy-Servlet,a58a7238bb77f7720c05617ae888b4aa420d1482,category 1.3.1.2,found by mop and missed by ps3cl methodCIA methodCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.ResponseEntityProxy.streamClosed(ResponseEntityProxy.java:140),unsafe - never see before,FALSE,event in library
mitre-HTTP-Proxy-Servlet,d9b90d18cc2d1c19ab312c92d30eb5be363cdbd3,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.entity.BasicHttpEntity.writeTo(BasicHttpEntity.java:120),false positive - reused old bytecode so outdated line number,TRUE,
mitre-HTTP-Proxy-Servlet,d9b90d18cc2d1c19ab312c92d30eb5be363cdbd3,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.conn.CPoolEntry.closeConnection(CPoolEntry.java:70),false positive - reused old bytecode so outdated line number,TRUE,
mitre-HTTP-Proxy-Servlet,d9b90d18cc2d1c19ab312c92d30eb5be363cdbd3,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.http.entity.BasicHttpEntity.writeTo(BasicHttpEntity.java:116),false positive - reused old bytecode so outdated line number,TRUE,
mitre-HTTP-Proxy-Servlet,d9b90d18cc2d1c19ab312c92d30eb5be363cdbd3,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.BHttpConnectionBase.setSocketTimeout(BHttpConnectionBase.java:277),false positive - reused old bytecode so outdated line number,TRUE,
mitre-HTTP-Proxy-Servlet,d9b90d18cc2d1c19ab312c92d30eb5be363cdbd3,category 1.2.1,found by mop and missed by cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Socket_Timeout has been violated on line org.apache.http.impl.conn.DefaultHttpClientConnectionOperator.connect(DefaultHttpClientConnectionOperator.java:120),false positive - reused old bytecode so outdated line number,TRUE,
mitre-HTTP-Proxy-Servlet,d9b90d18cc2d1c19ab312c92d30eb5be363cdbd3,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.ResponseEntityProxy.cleanup(ResponseEntityProxy.java:64),false positive - not new violation,TRUE,
mitre-HTTP-Proxy-Servlet,d9b90d18cc2d1c19ab312c92d30eb5be363cdbd3,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.ResponseEntityProxy.streamClosed(ResponseEntityProxy.java:143),false positive - not new violation,TRUE,
mitre-HTTP-Proxy-Servlet,22d4420465ed9c9e9ae2e2f6215501ca6339ace6,category 1.2.1,found by mop and missed by methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.localserver.LocalTestServer$ListenerThread.run(LocalTestServer.java:379),false positive - reused old bytecode so outdated line number,TRUE,
mitre-HTTP-Proxy-Servlet,238dd2235d3eda3d2a62fe9104abe1381f49145d,category 1.2.2,found by mop and missed by methodCIA methodCIAThreads,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.http.impl.io.ChunkedInputStream.close(ChunkedInputStream.java:315),unsafe - static analysis,FALSE,
mitre-HTTP-Proxy-Servlet,238dd2235d3eda3d2a62fe9104abe1381f49145d,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification SortedSet_Comparable has been violated on line org.apache.logging.log4j.util.PropertiesUtil$Environment.<init>(PropertiesUtil.java:443),unsafe - JDeps says file is unused,FALSE,loaded using Class.forName
mitre-HTTP-Proxy-Servlet,238dd2235d3eda3d2a62fe9104abe1381f49145d,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification SortedSet_Comparable has been violated on line org.apache.logging.log4j.util.PropertiesUtil$Environment.<init>(PropertiesUtil.java:447),unsafe - JDeps says file is unused,FALSE,loaded using Class.forName
mitre-HTTP-Proxy-Servlet,238dd2235d3eda3d2a62fe9104abe1381f49145d,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification TreeSet_Comparable has been violated on line org.apache.logging.log4j.util.PropertiesUtil$Environment.<init>(PropertiesUtil.java:443),unsafe - JDeps says file is unused,FALSE,loaded using Class.forName
mitre-HTTP-Proxy-Servlet,238dd2235d3eda3d2a62fe9104abe1381f49145d,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification TreeSet_Comparable has been violated on line org.apache.logging.log4j.util.PropertiesUtil$Environment.<init>(PropertiesUtil.java:447),unsafe - JDeps says file is unused,FALSE,loaded using Class.forName
mitre-HTTP-Proxy-Servlet,34edf588ad9a02fecffe5efbad0d42ec592838ae,category 1.3.1.1,found by mop and missed by ps3cl mopCache cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads dynamicCIA classCIA classCIAThreads dynamicCIAThreads,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.HttpResponseProxy.close(HttpResponseProxy.java:62),"false positive - reused old bytecode so outdated line number, mopCache failed",TRUE_EXCEPT_MOPCACHE,
mitre-HTTP-Proxy-Servlet,34edf588ad9a02fecffe5efbad0d42ec592838ae,category 1.3.1.1,found by mop and missed by ps3cl mopCache storeHashesThreads dynamicCIAThreads,Specification Closeable_MultipleClose has been violated on line org.eclipse.jetty.io.ChannelEndPoint.updateKey(ChannelEndPoint.java:389),"flaky - can find in previous run, mopCache failed",TRUE_EXCEPT_MOPCACHE,
mitre-HTTP-Proxy-Servlet,34edf588ad9a02fecffe5efbad0d42ec592838ae,category 1.3.1.1,found by mop and missed by ps3cl mopCache cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Iterator_RemoveOnce has been violated on line org.apache.http.message.AbstractHttpMessage.removeHeaders(AbstractHttpMessage.java:141),"false positive - reused old bytecode so outdated line number, mopCache failed",TRUE_EXCEPT_MOPCACHE,
mitre-HTTP-Proxy-Servlet,34edf588ad9a02fecffe5efbad0d42ec592838ae,category 1.?,found by mop and missed by mopCache,Specification Closeable_MultipleClose has been violated on line org.mitre.dsmiley.httpproxy.ChunkedTransferTest.testChunkedTransferClosing(ChunkedTransferTest.java:232),mopCache failed,FALSE,
mitre-HTTP-Proxy-Servlet,cec23d3c835e9dda2b534c7b76d3ebc294e93973,category 1.?,found by mop and missed by mopCache,Specification Closeable_MultipleClose has been violated on line org.apache.http.impl.execchain.ResponseEntityProxy.streamClosed(ResponseEntityProxy.java:142),mopCache failed,FALSE,
mitre-HTTP-Proxy-Servlet,cec23d3c835e9dda2b534c7b76d3ebc294e93973,category 1.?,found by mop and missed by mopCache,Specification InputStream_ManipulateAfterClose has been violated on line org.apache.http.impl.io.ChunkedInputStream.close(ChunkedInputStream.java:312),mopCache failed,FALSE,
mitre-HTTP-Proxy-Servlet,cec23d3c835e9dda2b534c7b76d3ebc294e93973,category 1.2.1,found by mop and missed by mopCache cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads methodCIA dynamicCIA classCIA methodCIAThreads classCIAThreads dynamicCIAThreads,Specification Iterator_RemoveOnce has been violated on line org.apache.http.message.AbstractHttpMessage.removeHeaders(AbstractHttpMessage.java:144),"false positive - reused old bytecode so outdated line number, mopCache failed",TRUE_EXCEPT_MOPCACHE,
mitre-HTTP-Proxy-Servlet,cec23d3c835e9dda2b534c7b76d3ebc294e93973,category 1.?,found by mop and missed by mopCache,Specification Socket_Timeout has been violated on line org.apache.http.impl.BHttpConnectionBase.setSocketTimeout(BHttpConnectionBase.java:276),false positive - not new violation,FALSE,
mitre-HTTP-Proxy-Servlet,36c6a043ccfb110278ce2116000e7753f8404a45,category 1.3.2.1,found by mop and missed by ps1c ps3cl classCIA classCIAThreads,Specification SortedSet_Comparable has been violated on line org.apache.logging.log4j.util.PropertiesUtil$Environment.<init>(PropertiesUtil.java:438),false positive - not new violation,TRUE,loaded using Class.forName
mitre-HTTP-Proxy-Servlet,36c6a043ccfb110278ce2116000e7753f8404a45,category 1.3.2.1,found by mop and missed by ps1c ps3cl classCIA classCIAThreads,Specification SortedSet_Comparable has been violated on line org.apache.logging.log4j.util.PropertiesUtil$Environment.<init>(PropertiesUtil.java:442),false positive - not new violation,TRUE,loaded using Class.forName
mitre-HTTP-Proxy-Servlet,36c6a043ccfb110278ce2116000e7753f8404a45,category 1.3.2.1,found by mop and missed by ps1c ps3cl classCIA classCIAThreads,Specification TreeSet_Comparable has been violated on line org.apache.logging.log4j.util.PropertiesUtil$Environment.<init>(PropertiesUtil.java:438),false positive - not new violation,TRUE,loaded using Class.forName
mitre-HTTP-Proxy-Servlet,36c6a043ccfb110278ce2116000e7753f8404a45,category 1.3.2.1,found by mop and missed by ps1c ps3cl classCIA classCIAThreads,Specification TreeSet_Comparable has been violated on line org.apache.logging.log4j.util.PropertiesUtil$Environment.<init>(PropertiesUtil.java:442),false positive - not new violation,TRUE,loaded using Class.forName
mitre-HTTP-Proxy-Servlet,531709323746f4a3a281a7c76875096bef560b3a,category 1.3.2.1,found by mop and missed by ps1c ps3cl mopCache mopCacheShared jarThreads storeHashesThreads classCIA,Specification Collection_UnsafeIterator has been violated on line org.apache.http.localserver.LocalTestServer.stop(LocalTestServer.java:299),"flaky - mopCache is safe, if mopCache missed it, then maybe it is related to speed?",TRUE,
pagehelper-Mybatis-PageHelper,f2d1889c11e6abc68d1518ddca8c6870ae47e300,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),unsafe - JDeps says file is unused,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,e2a67fc8b3e1568e60a01da44a4f551cf0f399b8,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,554a524af2d2b30d09505516adc412468a84d8fa,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,3a144732ddd24e4b1fac3e3d9cbd0370314e48d6,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,bf1b3b3f9ccf965b8a5dd5f38e63274dfef5378a,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,873df3755f00cb12119a8646fa0a1ce0cf431c8c,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,e83fe79a4083496dcbf87e29645e4dbe578957f0,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,322c261bbb6fd36162716abc3474e44f03c9a796,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,6e0d8beb6fe1b3242ab1904065d8bd29d7da2e00,category 1.3.2.1,found by mop and missed by ps1c ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,b2bed20f32897bd7f582a1752ba0a5f2a6799191,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,b72cbaf5080b37c3c2bed2bb7ebd0bbb29183fd0,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,5b301ba50d647d4993635adcc3dc9eca0745f0c9,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,084f488f87a12de0657400c066a71c3b0b4b36fd,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,10d22fcb31027635156e722e62685a1932fab515,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,46a4d9e300f90db33758e2d058ef5ade9b094aae,category 1.3.2.1,found by mop and missed by ps1c ps3cl cleanByteCode storeHashes cleanByteCodeThreads storeHashesThreads classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,997320f3270e3189b7bf2c960624f3f7a6c340b0,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,2d26e32c9520dd5764ad449b6a2471467ce63599,category 1.2.1,found by mop and missed by classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,7b7f48cef921c8128fec0541780ecd8300249f21,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
pagehelper-Mybatis-PageHelper,f52f0d077e038a4ab2c9b934691300f74e0cd96e,category 1.3.1.1,found by mop and missed by ps3cl classCIA classCIAThreads,Specification TreeMap_Comparable has been violated on line org.hsqldb.navigator.RowSetNavigatorData.add(Unknown Source),false positive - not new violation,TRUE,loaded using Class.forName
